Age,Purchase_Amount,Year,Month,Day,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Payment_Method_Cash on Delivery,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_PayPal,Payment_Method_UPI,Product_Category_Label
61,731.05,2024,10,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
62,632.01,2024,10,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
29,608.59,2024,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
56,201.35,2024,10,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
28,840.22,2024,7,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
35,932.92,2024,11,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
67,560.45,2023,5,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
68,25.5,2023,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
30,676.36,2023,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
27,263.69,2023,5,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
63,287.65,2024,6,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7
49,578.76,2025,2,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
19,263.26,2023,12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
47,751.23,2024,8,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
63,903.56,2024,12,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
32,873.81,2025,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
23,140.57,2024,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
25,102.51,2023,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
35,348.16,2025,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,617.11,2024,5,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
47,779.51,2024,12,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
43,82.43,2023,6,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
35,183.94,2024,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
69,798.6,2023,4,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
40,262.81,2025,2,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
45,312.13,2024,10,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
58,179.46,2023,10,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
53,853.76,2024,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,240.75,2024,4,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7
40,621.12,2023,11,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
26,31.25,2024,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
51,210.71,2025,2,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
31,716.9,2023,11,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
61,927.56,2024,10,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
65,314.59,2024,9,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22,438.4,2024,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
30,241.12,2023,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
30,218.1,2024,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
59,426.65,2024,11,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
31,470.89,2023,4,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7
60,48.4,2024,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
59,945.04,2024,1,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
63,872.45,2024,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6
43,664.15,2023,7,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
31,509.3,2023,12,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,912.72,2023,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
36,617.82,2023,3,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
41,285.51,2023,9,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
26,515.24,2023,4,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
20,854.35,2024,9,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
20,811.63,2024,6,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
39,794.5,2023,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
30,776.09,2024,10,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
38,980.4,2024,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
35,275.21,2024,12,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
46,36.33,2024,12,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
41,942.15,2024,11,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
27,801.02,2023,4,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
70,55.71,2024,3,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
36,985.7,2025,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
45,21.83,2024,5,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8
21,46.06,2024,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
65,751.28,2024,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
21,434.71,2024,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30,767.28,2024,12,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
41,16.71,2023,8,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
41,479.63,2024,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,602.46,2024,10,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
67,183.63,2023,8,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
20,403.0,2024,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8
52,73.01,2025,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
25,350.62,2024,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
56,270.78,2024,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
57,877.75,2024,11,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
48,689.78,2023,4,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29,147.33,2023,4,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
37,943.35,2024,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
43,5.79,2023,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
53,816.2,2023,9,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
64,662.07,2024,2,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
41,548.86,2024,7,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
38,898.03,2023,8,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
55,540.1,2024,11,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
67,855.6,2024,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
65,997.98,2024,12,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
51,808.73,2024,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
28,303.04,2024,3,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
43,513.37,2024,2,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
66,688.13,2024,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
49,801.36,2023,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
66,128.72,2023,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
24,406.2,2023,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7
59,62.18,2023,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,561.61,2023,12,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7
67,555.85,2024,10,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
54,506.04,2023,9,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
46,822.99,2023,11,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
66,994.09,2023,9,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
32,707.96,2024,7,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
60,215.62,2024,5,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
34,966.7,2023,10,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
60,293.78,2024,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
36,598.46,2025,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
47,785.03,2024,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
21,289.69,2023,11,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
47,505.31,2024,4,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
68,574.99,2023,10,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
64,549.11,2024,5,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
57,278.54,2023,11,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
35,695.25,2023,4,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8
63,264.26,2025,2,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
38,401.05,2023,8,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
29,34.5,2024,9,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
56,730.0,2024,11,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8
19,593.24,2023,5,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
62,14.11,2024,3,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
50,390.1,2023,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
22,141.71,2024,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
37,83.23,2024,1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,168.85,2024,12,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
18,678.53,2024,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
63,513.16,2024,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39,671.47,2024,4,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
57,258.89,2024,10,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
20,378.21,2023,8,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
26,107.34,2023,11,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
67,919.78,2023,9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
57,751.56,2023,10,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
51,914.47,2023,4,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
33,777.2,2023,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
25,354.56,2024,3,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
49,553.29,2024,11,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
40,447.53,2023,11,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
18,850.54,2024,9,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
44,60.79,2023,10,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
63,299.4,2024,6,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
28,858.18,2023,7,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
35,131.6,2024,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
59,445.76,2023,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
62,192.92,2023,12,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
34,139.96,2024,2,18,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
69,872.46,2025,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
29,288.07,2024,7,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
59,593.3,2024,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
46,840.68,2023,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
63,237.1,2023,6,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
27,328.62,2025,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
22,755.45,2025,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
41,133.74,2024,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
69,512.01,2023,11,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6
64,713.2,2024,6,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
38,754.38,2024,12,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
59,217.5,2024,7,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
52,758.63,2025,2,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
60,509.03,2023,7,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
46,31.98,2024,3,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
25,337.7,2023,3,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
25,330.36,2023,3,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
65,749.45,2023,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7
24,771.38,2024,2,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
65,340.14,2025,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
63,494.17,2023,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
26,39.01,2024,8,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
56,596.78,2023,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
59,400.44,2024,10,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
63,780.69,2024,6,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
70,997.38,2024,11,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
33,189.43,2024,2,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
37,100.08,2023,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
58,439.61,2024,7,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
66,500.13,2024,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8
29,212.32,2023,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
50,522.54,2024,2,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
28,42.31,2024,10,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
41,252.19,2023,11,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
34,446.69,2023,5,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
64,806.65,2024,8,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
43,531.61,2023,7,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
49,41.41,2024,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
60,771.34,2024,10,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
36,626.22,2024,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
25,478.2,2023,4,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
23,312.19,2025,1,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
61,86.85,2023,5,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
62,923.24,2023,7,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
49,451.39,2023,7,23,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
55,574.28,2023,5,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
46,144.81,2024,6,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
46,679.95,2023,4,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7
57,51.61,2023,6,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
43,543.16,2023,7,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
51,958.97,2024,7,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
62,497.17,2023,8,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51,852.03,2024,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,352.27,2024,9,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
54,376.04,2023,4,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
64,600.59,2024,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
40,220.29,2025,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
23,567.75,2024,3,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
40,438.76,2024,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
35,93.35,2023,12,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8
30,210.97,2023,10,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
49,605.75,2024,9,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
59,11.22,2023,9,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
67,496.72,2024,7,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
32,759.4,2024,10,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
42,323.81,2024,9,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18,138.79,2023,5,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
44,921.76,2023,6,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
63,842.97,2024,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32,345.75,2023,12,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6
68,11.86,2024,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
30,41.11,2023,5,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
45,963.05,2023,6,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
62,913.59,2025,1,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
40,839.15,2024,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
32,300.85,2023,5,28,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
23,24.9,2024,11,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
70,896.24,2024,12,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
22,74.65,2024,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,907.79,2024,7,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
46,805.02,2023,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
44,259.06,2023,8,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
20,359.41,2023,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
66,269.42,2024,6,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37,595.05,2024,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
70,645.98,2024,9,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
45,965.87,2023,12,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33,612.17,2023,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
70,252.38,2023,11,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
66,179.88,2024,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43,207.97,2024,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
53,838.02,2023,3,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
41,376.32,2024,7,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8
51,788.48,2024,2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
29,177.02,2024,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
21,847.22,2025,1,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
49,999.24,2024,12,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8
45,894.07,2023,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8
60,791.49,2024,7,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
60,745.46,2023,4,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
62,755.15,2023,10,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23,436.5,2024,4,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
65,23.94,2023,10,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
63,611.16,2023,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
29,161.63,2023,3,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
40,545.73,2024,11,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8
37,782.1,2023,7,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
37,421.0,2024,9,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
63,865.2,2023,11,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
44,411.04,2023,6,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
68,662.74,2023,7,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
58,547.12,2024,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
35,227.39,2023,12,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6
23,531.15,2023,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
38,826.45,2024,4,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
36,81.65,2025,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
45,407.68,2023,5,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
56,194.92,2025,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8
19,408.66,2024,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
33,704.23,2023,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
59,952.77,2023,10,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
57,24.46,2024,12,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
29,29.76,2023,10,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
32,839.29,2024,8,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
67,58.17,2024,2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
19,208.63,2023,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
60,110.81,2023,9,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8
34,471.56,2023,6,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
54,786.01,2023,9,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
64,173.67,2023,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
27,106.65,2023,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
33,476.96,2024,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
31,479.77,2023,12,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
33,264.17,2023,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
18,536.96,2024,3,27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
20,591.57,2023,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5
67,474.39,2024,2,21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
69,573.42,2023,5,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
42,975.42,2024,2,19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
54,532.79,2025,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
56,797.35,2024,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
56,570.18,2023,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
70,212.53,2024,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
41,49.81,2024,8,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
25,201.26,2023,12,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
60,609.33,2023,8,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
39,763.83,2024,11,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
19,956.4,2024,9,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
29,678.16,2024,8,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
27,879.37,2024,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
51,962.0,2023,3,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7
26,75.34,2023,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
27,699.8,2024,4,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8
